ids,w2clsids,schids,ctyids,w2frame,w2subsample,w2cogscore,w2cog3pl,w2chn,w2upchn,w2mat,w2upmat,w2eng,w2upeng,w2a01,w2a02,w2a03,w2a05,w2a0701,w2a0702,w2a0703,w2a0704,w2a0705,w2a0706,w2a0707,w2a0708,w2a0801,w2a0801a,w2a0802,w2a0802a,w2a0802b,w2a0802c01,w2a0802c02,w2a0802c03,w2a0803,w2a0803a,w2a0804,w2a0804a,w2a16,w2a17,w2a2001,w2a2002,w2a2003,w2a2004,w2a2005,w2a2006,w2a2101a,w2a2101b,w2a2102a,w2a2102b,w2a2103a,w2a2103b,w2a2104a,w2a2104b,w2a22,w2a23,w2a24,w2a27,w2a28,w2a29,w2a30,w2a31,w2a32,w2b1401,w2b1402,w2b1403,w2b1404,w2b1405,w2b1406,w2b15,w2b16,w2b18,w2b19,w2b20,w2b21,,w2ba01,w2ba0201,w2ba0202,w2ba0203,w2ba0204,w2ba0205,w2ba0206,w2ba0207,w2ba0208,w2ba11,w2ba12,w2ba13,w2ba1400,w2ba1401,w2ba1401a,w2ba1402,w2ba1402a,w2ba1403,w2ba1403a,w2ba1404,w2ba1404a,w2ba1405,w2ba1405a,w2ba1500,w2ba1501,w2ba1501a,w2ba1502,w2ba1502a,w2ba1503,w2ba1503a,w2ba1504,w2ba1504a,w2ba1505,w2ba1505a,w2ba1600,w2ba1601,w2ba1601a,w2ba1602,w2ba1602a,w2ba1603,w2ba1603a,w2ba1604,w2ba1604a,w2ba1605,w2ba1605a,w2ba1701,w2ba1702,w2ba1703,w2ba1704,w2ba1705,w2ba1706,w2ba18,w2ba21,w2ba22,w2ba24,w2ba2601,w2ba2602,w2ba2603,w2ba2604,w2ba29,w2ba30,w2ba31,w2ba32,w2bb1401,w2bb1402,w2bb1403,w2bb1404,w2bb1405,w2bb1406,w2bb1407,w2bb15,w2bb16,w2bb17,w2bb18,w2bb19,w2bb20,w2bc01a,w2bc0201,w2bc0202,w2bc0203,w2bc0203a,w2bc0204,w2bc0205,w2bc09,w2bd01,w2bd02,w2be02,w2be03,w2be04,w2be06,w2be07,w2be08,w2be09,w2be11,w2be12,w2be13,w2be15,w2be16,w2be17,w2be18,w2be23,w2be24,w2be25,w2be33,w2be34,w2be35,w2be36
11673,,72,18,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11674,502,72,18,1,1,17,-1.425734997,78.5,120,82,120,29,120,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,4,2,5,3,0,0,0,0,0,1,1,1,7,2,5,3,,1,0,0,0,0,0,1,0,0,3,2,1,0,0,,0,,0,,1,7,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,3,3,3,3,2,0,2,3,3,3,3,7,2,5,3,1,1,1,1,0,1,1,2,2,3,3,1,1,1700,0,0,0,,0,1,,1,1,1,2,1,1,3,3,9,1,2,1,1,3,6,9,3,2,2,5,3,2,2
11675,502,72,18,1,1,22,-0.493400991,89,120,29,120,32,120,1,1,1,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,2,2,2,2,1,1,3,3,1,1,2,2,1,1,2,1,2,3,,2,6,5,8,4,3,1,0,0,0,0,0,1,1,6,8,4,3,,2,0,1,0,0,0,0,0,0,6,1,1,0,0,,1,,0,,1,,0,,1,0,,0,,0,,0,,0,,0,0,,1,,0,,0,,0,,2,2,2,2,2,2,4,2,0,1,2,2,2,2,6,4,3,2,0,0,0,0,0,1,0,3,3,3,3,1,1,0,0,0,0,,0,1,,1,1,1,2,1,1,3,3,9,1,1,3,1,3,3,9,3,2,3,5,7,1,2
11676,503,72,18,1,1,27,0.741454005,83,120,81,120,42,120,1,1,1,2,0,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,1,2,3,3,2,2,1,2,1,1,2,2,3,3,6,1,6,2,3,3,4,0,0,1,0,0,0,1,1,6,9,3,4,,1,1,1,0,0,1,0,0,0,6,2,1,0,0,,1,3,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,1,1,0,,0,,0,,,,2,2,2,2,4,2,0,1,2,2,1,2,7,4,7,3,0,0,0,0,0,1,0,2,2,3,3,1,1,0,0,0,1,625,0,0,,1,1,1,1,1,1,3,3,7,1,1,1,1,3,3,4,2,2,3,5,7,1,1
11677,503,72,18,1,1,18,-0.579712987,71.5,120,53,120,16,120,1,1,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,1,1,2,1,1,2,3,2,1,,1,,1,,1,,2,2,6,2,5,5,14,8,1,0,0,1,0,0,0,1,2,10,13,7,,,1,1,1,0,0,0,0,0,0,5,1,1,0,1,,1,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,1,3,3,2,1,2,0,1,2,2,2,1,5,13,7,2,0,0,0,0,0,1,1,3,2,3,3,3,1,0,1,0,0,,0,0,,1,1,1,1,1,1,3,2,11,1,1,1,1,3,2,11,2,1,2,5,7,1,2
11678,502,72,18,1,1,27,0.466515005,101,120,105,120,88,120,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,6,1,9,2,5,5,4,0,0,1,0,1,0,1,1,9,5,5,4,,6,0,0,0,0,1,1,0,0,6,3,2,0,0,,0,,0,,1,4,0,,1,0,,0,,0,,0,,0,,0,0,,0,,1,6,0,,0,,2,3,3,3,3,3,4,1,300,1,3,2,3,3,9,1,5,4,0,0,0,1,0,1,0,3,3,1,1,1,1,0,1,0,1,1250,0,0,,1,1,1,2,1,1,3,6,8,1,2,1,1,3,6,8,3,1,2,5,7,1,2
11679,502,72,18,1,1,30,0.992591023,95,120,115,120,81,120,1,1,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,1,2,2,3,2,2,3,2,2,3,2,3,1,3,1,3,2,3,3,2,6,2,14,4,3,0,0,0,0,1,0,1,3,6,2,4,3,,2,0,0,0,0,1,1,0,0,3,2,1,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,3,2,2,3,2,4,2,0,0,3,2,2,2,7,2,4,3,1,1,1,1,0,1,1,3,3,3,3,1,1,0,1,0,0,,0,0,1,1,1,1,2,1,1,3,3,7,1,2,1,1,3,3,7,3,,3,5,7,1,2
11680,503,72,18,1,1,25,0.338111997,91.5,120,97,120,86,120,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,3,5,1,6,2,4,5,3,0,0,1,0,1,0,1,3,6,6,5,3,,2,0,1,0,0,1,0,0,0,5,2,1,0,1,3,1,,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,1,2,0,,0,,2,2,2,2,2,2,4,2,0,1,2,2,2,2,9,9,7,3,0,1,0,0,0,0,0,3,3,3,3,1,1,0,1,0,1,600,0,0,2,1,1,1,,1,1,3,6,10,1,1,1,1,3,6,10,2,2,2,5,7,1,1
11682,502,72,18,1,1,23,0.561334014,88,120,58,120,45,120,1,1,1,2,0,0,0,0,1,1,0,0,0,,1,2007,1,0,0,1,0,,0,,2,2,3,3,2,1,3,3,2,,,,,,,,2,,3,2,8,2,4,7,4,1,0,0,0,0,0,1,3,9,13,7,3,,5,0,0,0,0,1,0,0,0,5,1,1,0,0,,0,,1,1,1,6,0,,0,0,,0,,1,1,1,1,0,,1,0,,0,,0,,0,,0,,2,1,2,1,3,3,4,2,0,1,2,2,2,1,8,4,7,3,1,1,1,1,0,1,0,3,3,3,3,1,1,700,0,0,1,650,0,0,,1,1,1,2,1,1,3,6,8,1,2,,1,3,3,9,2,1,2,4,7,1,2
11683,503,72,18,1,1,25,0.83939302,83,120,99,120,34,120,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,3,3,6,1,7,4,9,5,3,0,0,1,0,0,0,1,1,7,9,5,3,,1,1,1,0,0,0,0,0,0,6,2,2,0,1,2,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,1,2,1,2,0,,0,,0,,3,2,2,2,2,3,2,1,0,1,3,3,3,1,6,1,4,4,0,0,0,0,0,1,0,3,2,3,,1,1,0,1,0,0,,0,0,,1,1,1,1,1,1,3,3,10,1,1,1,1,3,3,9,3,1,1,5,7,1,2
11684,502,72,18,1,1,26,0.780996978,104,120,106,120,80,120,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,2,3,2,3,2,3,1,3,2,3,6,1,8,2,2,5,4,0,0,1,0,0,1,1,1,9,2,5,4,,5,0,0,0,0,0,1,0,0,6,2,2,0,0,,0,,0,,1,24,0,,0,0,,0,,0,,1,3,0,,0,0,,0,,0,,1,12,0,,2,2,2,2,3,2,4,2,0,1,3,3,3,3,9,2,5,4,1,1,0,0,0,1,0,2,2,3,3,1,1,750,1,0,0,,0,0,,1,1,1,2,1,1,3,6,9,1,2,1,2,3,6,13,4,2,3,5,7,1,2
11685,502,72,18,1,1,10,-1.668975949,73,120,45,120,31,120,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,1,1,3,2,2,2,1,1,2,2,2,2,3,3,6,3,5,3,8,8,3,0,0,0,0,0,1,1,1,5,8,5,3,,6,0,0,0,0,1,1,0,0,6,1,1,0,0,,0,,0,,1,24,0,,1,0,,0,,0,,0,,0,,0,0,,0,,1,24,0,,0,,2,2,1,1,2,2,4,2,0,2,2,1,1,2,5,8,5,3,0,0,0,1,0,0,0,3,3,3,3,1,1,,1,0,0,,0,0,4,1,1,1,1,1,1,3,6,8,1,1,1,1,3,6,8,3,2,3,5,7,1,2
11763,505,73,19,1,1,17,-0.909771979,96,120,49,120,50,120,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,6,3,9,5,3,0,1,1,0,0,0,1,3,6,12,5,4,,5,0,0,0,0,1,1,0,0,5,2,2,0,0,,0,,1,,1,,0,,1,0,,0,,0,,0,,0,,0,0,,0,,1,,1,,1,,2,2,2,2,2,2,4,2,0,1,2,2,2,2,6,13,5,3,1,1,0,0,0,1,0,,,,,,,2300,0,0,0,,0,1,,1,1,1,1,1,1,3,2,9,1,1,1,1,3,1,9,3,2,3,5,7,1,1
11764,505,73,19,1,1,29,1.069090009,92,120,130,120,91,120,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,3,2,3,2,2,2,1,1,2,2,3,3,3,3,3,1,7,5,3,8,3,0,0,1,0,1,1,1,5,7,3,5,2,,7,1,1,0,0,1,0,0,0,3,1,1,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,3,1,3,3,4,2,0,1,2,2,3,2,7,3,4,4,1,1,0,0,0,1,1,3,3,3,3,1,1,2500,0,0,1,620,0,0,,1,3,1,1,3,1,3,3,9,1,1,3,1,3,3,9,2,2,3,5,7,1,2
11765,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11766,506,73,19,1,1,26,0.67049402,101,120,124,120,84,120,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,1,1,2,3,2,2,3,2,1,1,2,2,3,3,1,3,3,3,2,1,9,2,1,5,4,0,0,1,0,1,0,1,3,9,1,5,4,,6,0,0,0,0,1,1,0,0,5,3,1,0,0,,0,,0,,1,8,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,3,2,3,2,4,2,0,1,3,2,2,2,9,1,5,4,1,1,0,1,0,1,0,2,2,3,3,2,2,2300,0,0,1,,0,0,,1,1,1,2,1,1,3,2,12,1,2,1,1,3,2,12,3,2,2,5,7,1,2
11767,506,73,19,1,1,21,0.427381992,99,120,113,120,82,120,1,1,1,2,1,1,0,0,1,0,0,0,1,2,0,,,,,,0,,0,,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,4,2,6,3,14,5,3,0,0,0,0,1,0,1,7,6,2,6,3,,2,0,1,0,0,1,0,0,0,5,1,1,0,0,,1,1,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,1,4,2,0,0,2,1,1,1,5,4,7,3,0,1,1,1,0,1,1,3,2,3,3,1,1,2300,1,0,0,,0,1,,1,1,1,2,1,1,3,3,14,1,2,1,1,3,2,7,2,2,2,5,1,1,2
11768,505,73,19,1,1,29,0.947561026,82,120,117,120,43,120,1,1,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,2,5,1,9,4,4,0,0,1,0,0,0,1,1,9,1,5,3,,5,0,0,0,0,0,1,0,0,5,1,1,0,0,,0,,0,,1,4,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,4,2,0,0,2,2,2,2,3,2,7,3,1,1,0,1,0,1,1,3,3,3,3,1,2,21000,0,0,0,,0,1,,1,1,1,2,1,1,3,2,9,1,2,1,1,3,2,9,2,1,2,5,7,1,2
11769,505,73,19,1,1,20,0.135149002,90,120,110,120,74,120,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,3,3,2,,2,14,5,3,0,0,0,0,1,0,,5,,3,5,2,,6,0,0,0,0,1,0,1,0,5,1,1,0,0,,0,,0,,1,12,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,2,2,2,2,4,2,,,2,2,3,2,8,4,5,3,1,1,0,1,0,1,0,3,3,3,3,1,1,2300,0,0,0,,0,1,,1,1,1,2,1,1,3,2,9,1,2,1,1,3,2,9,2,2,3,5,7,1,1
11770,505,73,19,1,1,16,-0.265298992,91,120,107,120,61,120,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,1,2,3,1,1,2,1,2,1,1,1,2,2,3,3,2,7,2,14,8,4,0,0,0,0,1,0,1,1,9,2,7,3,,5,0,0,0,0,0,1,0,0,5,1,1,0,0,,0,,0,,1,8,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,1,2,2,2,2,2,0,0,2,2,2,2,9,13,7,4,1,1,0,1,0,1,0,,,,,,,2100,0,0,0,,0,1,,1,1,1,1,1,1,3,2,8,1,1,1,1,3,3,9,3,2,3,5,7,1,2
11771,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772,505,73,19,1,1,21,0.188038006,70,120,42,120,15,120,1,1,1,2,0,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,6,2,4,2,5,8,4,0,0,0,0,1,0,1,1,3,5,5,4,,2,0,1,0,0,1,0,0,0,6,1,1,0,0,,1,8,0,,0,,0,,0,0,,0,,1,6,0,,0,,1,0,,0,,0,,0,,0,,2,3,3,3,3,1,5,2,0,1,2,2,2,1,7,5,4,3,0,0,0,0,0,1,0,3,3,3,3,1,1,2300,0,0,0,,0,1,,1,1,1,2,1,1,3,3,9,1,1,1,1,3,1,10,2,2,2,5,7,1,1
11773,,73,19,1,1,0,,53,120,15,120,15,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11775,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11776,505,73,19,1,1,17,-0.416088998,,120,,120,,120,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,3,3,2,3,1,2,3,2,2,2,3,1,3,2,3,5,2,5,3,11,3,3,0,0,0,0,1,0,1,6,5,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11777,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11778,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11779,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11780,507,73,19,1,1,23,0.190200999,70,120,15,120,17,120,1,1,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,2,2,2,2,2,,2,,2,,3,,3,3,6,2,7,4,9,5,2,0,0,0,0,1,0,1,5,6,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11781,507,73,19,1,1,28,0.710367978,105,120,130,120,89,120,1,3,1,2,1,1,0,0,1,0,0,0,1,1,0,,,,,,0,,0,,2,1,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,6,1,7,4,3,3,3,0,0,1,0,1,0,1,6,7,9,3,3,,2,0,1,0,0,1,0,0,0,6,1,1,0,0,,1,5,0,,0,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,3,3,2,2,4,2,0,1,1,1,2,2,7,4,5,3,1,1,1,1,0,1,0,3,3,3,3,1,1,2700,0,0,1,635,0,0,1,1,3,1,1,3,1,3,2,10,1,1,3,1,3,2,10,2,2,2,5,7,1,1
11782,506,73,19,1,1,16,-0.615483999,101,120,89,120,70,120,1,3,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,2,2,2,,1,,1,,1,,3,3,3,2,6,3,3,6,4,1,0,1,0,0,0,1,5,6,9,6,4,,5,0,0,0,0,0,1,0,0,5,1,1,0,0,,0,,0,,1,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,2,3,2,3,1,4,1,600,1,1,2,3,1,6,4,5,4,0,0,0,0,0,0,1,1,1,3,3,1,1,2700,0,0,1,600,0,0,2,1,1,1,2,1,1,3,5,2,1,2,1,1,3,3,2,3,,3,5,7,1,2
11783,507,73,19,1,1,25,0.622879982,100,120,125,120,67,120,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,6,2,7,3,3,4,4,0,0,1,0,0,0,1,1,7,3,4,4,,5,0,0,0,0,1,1,0,0,5,1,1,0,0,,0,,0,,1,,0,,0,0,,0,,1,,0,,0,,1,0,,0,,0,,0,,0,,3,2,2,1,3,2,2,2,0,1,2,3,3,2,7,1,7,4,0,1,0,0,0,0,0,2,2,3,3,3,3,2300,0,0,0,,0,1,,1,1,1,2,1,,3,2,9,1,2,1,1,3,2,9,3,2,3,5,7,1,1
11784,507,73,19,1,1,24,0.26185599,92,120,103,120,48,120,1,1,1,2,0,0,0,0,0,1,1,0,1,1,0,,,,,,0,,0,,2,1,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,1,8,2,3,6,3,0,0,1,0,0,1,1,3,8,3,6,4,,1,0,0,0,0,0,1,1,1,2,1,1,0,0,,0,,0,,1,3,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,3,3,2,3,3,3,4,2,0,1,3,3,3,3,8,3,6,4,1,1,1,1,1,1,1,2,2,1,2,1,1,2300,0,0,0,,0,1,,1,1,1,1,1,1,3,3,12,1,1,1,1,3,3,12,3,2,,5,7,1,1
11785,507,73,19,1,1,21,-0.003234,,120,,120,,120,1,1,1,2,0,0,0,0,0,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,2,2,3,2,2,1,2,3,2,3,3,3,2,3,3,1,7,2,4,5,3,0,0,1,1,1,0,1,5,7,3,5,4,,6,0,0,0,0,0,1,0,0,3,1,1,0,0,,0,,0,,1,12,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,2,1,2,3,2,2,2,0,1,2,2,3,2,7,4,5,4,1,1,1,1,0,1,0,2,2,3,3,1,1,2300,0,0,1,700,0,0,,1,1,1,1,1,1,3,2,9,1,1,1,1,3,2,9,3,2,2,5,7,1,1
11786,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11787,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11788,507,73,19,1,1,21,0.034513,92,120,105,120,48,120,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,2,3,3,2,3,1,2,2,2,2,3,3,2,2,3,3,2,3,8,4,9,5,4,0,0,1,0,1,0,1,5,8,9,5,4,,5,1,0,0,0,1,0,0,0,2,1,1,0,0,,0,,1,3,1,,0,,1,0,,0,,0,,0,,0,,1,0,,0,,0,,0,,0,,2,3,2,2,3,2,1,2,0,1,1,3,3,2,7,1,7,3,1,1,1,0,0,0,0,3,3,3,3,1,1,2300,0,0,0,,0,1,,1,1,1,2,1,1,3,3,10,1,2,1,1,3,3,10,2,2,2,5,7,1,1
11789,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11791,506,73,19,1,1,19,0.023456,87,120,127,120,106,120,1,1,1,2,1,1,0,0,1,1,0,0,1,1,0,,,,,,0,,0,,2,1,3,2,2,2,3,2,,2,,2,,2,,2,3,3,2,2,7,3,4,2,3,1,0,1,0,0,0,1,5,6,4,2,3,,2,0,1,0,0,1,0,0,0,5,2,2,0,0,,1,2,0,,0,,0,,0,0,,1,1,0,,0,,0,,0,0,,0,,1,1,0,,0,,3,2,2,2,3,2,4,1,320,1,2,2,3,2,6,4,2,3,1,1,0,0,0,1,0,3,3,3,3,1,1,2300,0,0,0,,0,1,,1,1,1,1,1,1,3,3,9,1,1,1,1,3,2,7,3,2,3,5,1,1,2
11792,,73,19,1,1,0,,,120,,120,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11793,505,73,19,1,1,20,-0.406145006,102,120,52,120,69,120,1,1,1,2,1,1,0,0,0,0,0,0,1,1,0,,,,,,0,,0,,2,1,3,3,1,3,3,3,3,3,1,3,1,3,1,3,2,3,2,1,9,5,9,8,3,0,0,1,0,1,0,1,3,9,9,5,4,,2,0,1,0,0,0,0,0,0,5,1,1,0,0,,1,5,0,,0,,0,,0,0,,1,8,0,,0,,0,,0,0,,1,3,0,,0,,0,,3,3,3,3,3,3,2,1,0,1,2,2,2,2,6,4,3,4,0,0,0,0,0,1,0,3,3,3,3,1,1,2300,0,0,1,625,0,0,,1,,1,2,3,1,3,3,9,1,1,3,1,3,3,10,1,2,1,5,7,1,2
